   .Foto #1	-- Fecha	02/09/2025---10:02:17 a. m.
   	Wavelength	Dark Substract	
4.148959E+2	4.956084E+0
4.150012E+2	1.105903E+0
4.151065E+2	1.384427E+1
4.152119E+2	1.318892E+1
4.153172E+2	1.318892E+1
4.154225E+2	7.884680E+0
4.155277E+2	1.087471E+1
4.156330E+2	2.088928E+0
4.157383E+2	-4.198336E+0
4.158435E+2	5.017523E+0
4.159487E+2	7.761802E+0
4.160540E+2	1.378283E+1
4.161592E+2	1.535977E+0
4.162644E+2	2.703319E+0
4.163696E+2	8.990583E+0
4.164748E+2	-4.915125E-1
4.165799E+2	5.099442E+0
4.166851E+2	9.318258E+0
4.167902E+2	2.559961E+0
4.168954E+2	-9.420656E-1
4.170005E+2	5.099442E+0
4.171056E+2	-3.891141E-1
4.172107E+2	-1.433578E-1
4.173158E+2	-2.559961E+0
4.174209E+2	-1.433578E-1
4.175260E+2	8.376192E+0
4.176310E+2	1.273837E+1
4.177361E+2	-3.256270E+0
4.178411E+2	-6.143906E-2
4.179461E+2	-5.447597E+0
4.180511E+2	1.351659E+0
4.181562E+2	3.481547E+0
4.182611E+2	8.499070E+0
4.183661E+2	9.584494E+0
4.184711E+2	7.372688E-1
4.185761E+2	3.153872E+0
4.186810E+2	4.095937E+0
4.187859E+2	3.624905E+0
4.188909E+2	1.007601E+1
4.189958E+2	1.228781E-1
4.191007E+2	-3.071953E+0
4.192056E+2	3.030994E+0
4.193105E+2	-1.126383E+0
4.194153E+2	-7.372688E-1
4.195202E+2	6.758297E-1
4.196250E+2	3.440588E+0
4.197299E+2	5.939109E+0
4.198347E+2	1.720294E+0
4.199395E+2	-8.499070E+0
4.200443E+2	5.160881E+0
4.201491E+2	7.229330E+0
4.202539E+2	3.461067E+0
4.203587E+2	1.331180E+0
4.204634E+2	2.375644E+0
4.205682E+2	1.925091E+0
4.206729E+2	-4.095938E-1
4.207777E+2	2.764758E+0
4.208824E+2	4.976564E+0
4.209871E+2	4.710328E-1
4.210918E+2	3.706823E+0
4.211965E+2	1.130479E+1
4.213011E+2	-1.597416E+0
4.214058E+2	1.208302E+0
4.215104E+2	1.556456E+0
4.216151E+2	3.215311E+0
4.217197E+2	1.019888E+1
