   .Foto #1	-- Fecha	02/09/2025---10:02:06 a. m.
   	Wavelength	Dark Substract	
3.756729E+2	9.686892E+0
3.757825E+2	-5.754792E+0
3.758922E+2	2.703319E+0
3.760018E+2	-3.297230E+0
3.761114E+2	-2.457562E+0
3.762210E+2	1.146862E+1
3.763306E+2	7.557005E+0
3.764402E+2	1.638375E+0
3.765497E+2	7.290769E+0
3.766593E+2	3.235791E+0
3.767688E+2	8.560509E+0
3.768783E+2	-1.638375E-1
3.769879E+2	9.338737E+0
3.770974E+2	-2.621400E+0
3.772068E+2	5.078963E+0
3.773163E+2	1.986530E+0
3.774258E+2	8.724347E+0
3.775352E+2	7.475086E+0
3.776447E+2	2.539481E+0
3.777541E+2	2.437083E+0
3.778635E+2	9.031542E+0
3.779729E+2	1.540072E+1
3.780823E+2	1.515497E+0
3.781917E+2	1.198062E+1
3.783010E+2	1.685478E+1
3.784104E+2	3.645384E+0
3.785197E+2	-3.174352E+0
3.786290E+2	-9.011062E-1
3.787384E+2	1.015793E+1
3.788477E+2	7.331728E+0
3.789569E+2	1.533929E+1
3.790662E+2	-6.553500E-1
3.791755E+2	1.228781E+0
3.792847E+2	-7.311248E+0
3.793940E+2	1.189870E+1
3.795032E+2	1.103855E+1
3.796124E+2	5.939109E-1
3.797216E+2	4.259775E+0
3.798308E+2	1.368043E+1
3.799400E+2	-2.559961E+0
3.800492E+2	1.699814E+0
3.801583E+2	6.082467E+0
3.802674E+2	-3.768263E+0
3.803766E+2	4.587450E+0
3.804857E+2	1.021936E+1
3.805948E+2	1.054704E+1
3.807039E+2	5.488556E+0
3.808130E+2	5.959589E+0
3.809220E+2	1.392619E+0
3.810311E+2	1.495017E+0
3.811401E+2	3.891141E+0
3.812492E+2	4.464572E+0
3.813582E+2	-7.782281E-1
3.814672E+2	5.304239E+0
3.815762E+2	7.761802E+0
3.816852E+2	2.150367E+0
3.817941E+2	5.754792E+0
3.819031E+2	5.939109E-1
3.820120E+2	5.447597E+0
3.821210E+2	-2.990034E+0
3.822299E+2	7.106452E+0
3.823388E+2	3.399628E+0
3.824477E+2	5.590955E+0
3.825566E+2	9.072502E+0
3.826654E+2	4.628409E+0
3.827743E+2	9.645933E+0
3.828831E+2	4.587450E+0
3.829920E+2	7.905159E+0
3.831008E+2	1.177582E+1
3.832096E+2	3.194831E+0
3.833184E+2	3.542986E+0
3.834272E+2	1.097711E+1
3.835360E+2	7.679883E+0
3.836447E+2	6.430622E+0
3.837535E+2	-1.001457E+1
3.838622E+2	1.456106E+1
3.839709E+2	4.075458E+0
3.840797E+2	4.526011E+0
3.841884E+2	9.604973E+0
3.842970E+2	1.069040E+1
3.844057E+2	9.994088E+0
3.845144E+2	5.795752E+0
3.846230E+2	-4.956084E+0
